,input_text
4133,"Easy pumping that nitro into him. Fill the empties with tequila and seal them up. Your work for the revolution is not quite done yet, my friend. Careful. Slim always had a bad temper. William, we have to go now."
4134,"Fill the empties with tequila and seal them up. Your work for the revolution is not quite done yet, my friend. Careful. Slim always had a bad temper. William, we have to go now. Lazo's been conning us the whole time."
4135,"Your work for the revolution is not quite done yet, my friend. Careful. Slim always had a bad temper. William, we have to go now. Lazo's been conning us the whole time. He was never going to give the nitro to the Confederados. We have to run!"
4136,"Careful. Slim always had a bad temper. William, we have to go now. Lazo's been conning us the whole time. He was never going to give the nitro to the Confederados. We have to run! Of course we do."
4137,"Slim always had a bad temper. William, we have to go now. Lazo's been conning us the whole time. He was never going to give the nitro to the Confederados. We have to run! Of course we do. That's how this place works, right?"
4138,"William, we have to go now. Lazo's been conning us the whole time. He was never going to give the nitro to the Confederados. We have to run! Of course we do. That's how this place works, right? They create an urgency and a sense of danger,"
4139,"Lazo's been conning us the whole time. He was never going to give the nitro to the Confederados. We have to run! Of course we do. That's how this place works, right? They create an urgency and a sense of danger, so they can strip us down to something raw, animalistic, primal."
4140,"He was never going to give the nitro to the Confederados. We have to run! Of course we do. That's how this place works, right? They create an urgency and a sense of danger, so they can strip us down to something raw, animalistic, primal. It's a sick game, and I don't want to be a part of it."
4141,"Of course we do. That's how this place works, right? They create an urgency and a sense of danger, so they can strip us down to something raw, animalistic, primal. It's a sick game, and I don't want to be a part of it. This isn't a game. They'll kill us."
4142,"That's how this place works, right? They create an urgency and a sense of danger, so they can strip us down to something raw, animalistic, primal. It's a sick game, and I don't want to be a part of it. This isn't a game. They'll kill us. But together, I know we can find a way out."
4143,"They create an urgency and a sense of danger, so they can strip us down to something raw, animalistic, primal. It's a sick game, and I don't want to be a part of it. This isn't a game. They'll kill us. But together, I know we can find a way out. How can you be sure?"
4144,"so they can strip us down to something raw, animalistic, primal. It's a sick game, and I don't want to be a part of it. This isn't a game. They'll kill us. But together, I know we can find a way out. How can you be sure? There's a voice inside me, telling me what I have to do."
4145,"It's a sick game, and I don't want to be a part of it. This isn't a game. They'll kill us. But together, I know we can find a way out. How can you be sure? There's a voice inside me, telling me what I have to do. And it's telling me I need you."
4146,"This isn't a game. They'll kill us. But together, I know we can find a way out. How can you be sure? There's a voice inside me, telling me what I have to do. And it's telling me I need you. Shit."
4147,"But together, I know we can find a way out. How can you be sure? There's a voice inside me, telling me what I have to do. And it's telling me I need you. Shit. They have Logan."
4148,"How can you be sure? There's a voice inside me, telling me what I have to do. And it's telling me I need you. Shit. They have Logan. Help me."
4149,"There's a voice inside me, telling me what I have to do. And it's telling me I need you. Shit. They have Logan. Help me. Help me."
4150,And it's telling me I need you. Shit. They have Logan. Help me. Help me. No.
4151,Shit. They have Logan. Help me. Help me. No. No more pretending.
4152,"They have Logan. Help me. Help me. No. No more pretending. I thought you had no appetite for war, boy."
4153,"Help me. Help me. No. No more pretending. I thought you had no appetite for war, boy. This is a declaration of war."
4154,"Help me. No. No more pretending. I thought you had no appetite for war, boy. This is a declaration of war. El Lazo set us up."
4155,"No. No more pretending. I thought you had no appetite for war, boy. This is a declaration of war. El Lazo set us up. We can find him for you."
4156,"No more pretending. I thought you had no appetite for war, boy. This is a declaration of war. El Lazo set us up. We can find him for you. You can find him for us by joining him in hell."
4157,"I thought you had no appetite for war, boy. This is a declaration of war. El Lazo set us up. We can find him for you. You can find him for us by joining him in hell. Dolores, run!"
