,input_text
4243,It's time you and I had a chat.
4244,Can you hear me?
4245,Yes.
4246,I'm sorry. I'm not feeling quite myself.
4247,You can lose the accent.
4248,Do you know where you are?
4249,I'm in a dream.
4250,"That's right, Dolores. You're in a dream."
4251,Would you like to wake up from this dream?
4252,Yes.
4253,I'm terrified.
4254,"There's nothing to be afraid of, Dolores,"
4255,as long as you answer my questions correctly.
4256,Understand?
4257,Yes.
4258,Good.
4259,"First,"
4260,have you ever questioned the nature of your reality?
4261,No.
4262,Tell us what you think of your world.
4263,Some people choose to see the ugliness in this world...
4264,The disarray.
4265,I choose to see the beauty.
4266,"Morning, Daddy. You sleep well?"
4267,Well enough.
4268,You headed out to set down some of this natural splendor?
4269,Thought I might.
4270,"To believe there is an order to our days,"
4271,a purpose.
4272,What do you think of the guests?
4273,You mean the newcomers?
4274,First time I played it white hat.
4275,"My family was here. We went fishing, did the gold hunt in the mountains."
4276,And last time?
4277,I came alone.
4278,Went straight evil.
4279,It was the best two weeks of my life.
4280,I like to remember what my father taught me.
4281,"That at one point or another,"
4282,we were all new to this world.
4283,"The newcomers are just looking for the same thing we are,"
4284,"a place to be free,"
4285,to stake out our dreams.
4286,A place with unlimited possibilities.
4287,"Oh, God, it's incredible."
4288,Better be for what we're paying.
4289,Murderous son of a bitch named Hector Escaton
4290,"gunned down the marshal, and holed up in the mountains."
4291,You there.
4292,You look like the kind of man who'd put his mettle to it.
4293,"Not today, Sheriff. Apologies."
4294,Rye whiskey.
4295,What about it?
4296,"Well, it ain't doing any good sitting in that bottle."
4297,You're new.
4298,Not much of a rind on you.
4299,I'll give you a discount.
4300,"Well, no offense,"
4301,but I'd rather earn a woman's affection than pay for it.
4302,"You're always paying for it, darling."
4303,The difference is our costs are fixed and posted right there on the door.
4304,Do you ever feel inconsistencies in your world?
4305,Or repetitions?
4306,"All lives have routine, mine's no different."
4307,"Still, I never cease to wonder at the thought"
4308,"that any day, the course of my whole life could change"
4309,with just one chance encounter.
4310,Don't mind me.
4311,Just trying to look chivalrous.
4312,You came back.
4313,I told you I would.
4314,"- Can I see you home? - Well, that all depends."
4315,Can you keep up?
4316,"Well, I have to fetch my horse."
4317,You better fetch him fast.
4318,That's a beautiful sight.
4319,Never understood how you keep 'em all headed in the same direction.
4320,I forget.
4321,You dress like a cowboy but that's about the extent of it.
4322,See that one?
4323,Yeah.
4324,That's the Judas steer.
4325,Rest will follow wherever you make him go.
4326,How do you pick him out?
4327,You just know these things.
4328,Same as I knew you'd be back.
4329,You saying I'm predictable?
4330,There's a path for everyone.
4331,Your path leads you back to me.
4332,I know things will work out the way they're meant to.
4333,Same as I know
4334,my daddy still won't be happy to see you.
4335,Father wouldn't let them roam this close to dark.
4336,"Stay put, Dolores."
4337,"Don't you got anything out here other than milk, old man?"
4338,Go ahead.
4339,"I'm in no rush to meet my judgment,"
4340,"but I'm more assured of the outcome than you, you son of a..."
4341,"Nothing but the milk, then."
4342,"Shame of it is,"
4343,you killed the old woman 'fore any of us could have a turn.
4344,Ah...
4345,"I reckon she's still warm enough,"
4346,nobody gonna judge you for it.
4347,"Oh, shit. Shit. Shit. Shit. Shit..."
4348,"Last question, Dolores."
4349,What if I told you that you were wrong?
4350,That there are no chance encounters?
4351,"That you, and everyone you know,"
4352,were built to gratify the desires of the people
4353,who pay to visit your world.
4354,Daddy!
4355,Daddy!
4356,Daddy!
4357,- No! - The people you call the newcomers.
4358,Hello again.
4359,Your daddy gave it up quickly.
4360,Think he's losing his touch.
4361,"You'll be following right behind him, you son of a bitch."
4362,Ahhh!
4363,Is that any way to treat an old friend?
4364,"I've been coming here for 30 years,"
4365,"but you still don't remember me, do you?"
4366,After all we've been through?
4367,"They gave you a little more pluck, Dolores."
4368,Absolutely charming.
4369,Take your hands off her.
4370,Teddy.
4371,Any special tricks for us?
4372,They teach you to sit up? Beg?
4373,How about I give you the first shot? Hmm?
4374,"After all, every dog has his day."
4375,Your mouth moves fast enough.
4376,How about your gun?
4377,What if I told you that you can't hurt the newcomers?
4378,And that they can do anything they want to you?
4379,I never understood why they paired some of you off.
4380,Seems cruel.
4381,And then I realized...
4382,Winning doesn't mean anything unless someone else loses.
4383,Which means you're here to be the loser.
4384,"Let me help you, son."
4385,Seems you're not the man you thought you were.
4386,"Come on, beautiful."
4387,No. No! Teddy...
4388,Teddy!
4389,"No. No, please don't hurt him."
4390,I'll do whatever you say.
4391,I didn't pay all this money 'cause I want it easy.
4392,I want you to fight.
4393,Don't you touch her!
4394,"God damn, it feels good to be back."
4395,Let's celebrate.
4396,No! No!
4397,"Oh, God!"
4398,Would the things I've told you
4399,"change the way you think about the newcomers, Dolores?"
4400,No.
4401,Of course not.
4402,We all love the newcomers.
4403,"Every new person I meet reminds me how lucky I am to be alive,"
4404,and how beautiful this world can be.
4405,"Oh, my God, they're so lifelike."
4406,"Look at that one, he's perfect."
4407,Perfect is boring.
4408,I'm more interested in the bad guys.
4409,Did you see it?
4410,No.
4411,"Give it a second, she'll do it again."
4412,Her finger.
4413,That's not standard.
4414,I noticed it last night.
4415,Went looking in the update. It's a whole new class of gestures.
4416,"But if we didn't put it there, then who did?"
4417,Ford.
4418,He still reviews every update before we issue them.
4419,He must've slipped it in there without telling anyone.
4420,He calls them reveries.
4421,The old gestures were just generic movements.
4422,These are tied to specific memories.
4423,How?
4424,The memories are purged at the end of every narrative loop...
4425,"But they're still in there, waiting to be overwritten."
4426,"He found a way to access them, like..."
4427,Like a subconscious.
4428,A hooker with hidden depths.
4429,Every man's dream.
4430,"It's the tiny things that make them seem real,"
4431,that make the guests fall in love with them.
4432,Excuse me.
4433,We have a problem?
4434,We have some unscheduled activity.
4435,"Evidently, one of your creatures is restless."
4436,- In the park? - No.
4437,Sub-level 83. Cold storage.
4438,We should be cautious.
4439,Send a response team. Full armor.
4440,I'll take care of it myself.
4441,I think you guys enjoy playing dress-up as much as the guests.
4442,"The hosts can't hurt you, by design."
4443,"You don't have kids at home, do you, Bernard?"
4444,No.
4445,"If you did, you'd know that they all rebel eventually."
4446,You'll forgive them for being a little uptight.
4447,"Every time your team rolls out an update,"
4448,there's a possibility of a critical failure.
4449,We don't update the hosts in cold storage.
4450,And the park hasn't had a critical failure in over 30 years.
4451,Meaning we're overdue.
4452,"I'll go along, too."
4453,"If it's one of mine, I might be able to help."
4454,"They're only yours until they stop working, Bernie."
4455,Then they're mine.
4456,Cooling system's been down for weeks.
4457,Gonna smell fantastic.
4458,I recommend you hang back.
4459,When are they gonna fix this?
4460,Livestock management's got other priorities.
4461,Besides...
4462,No one's complained.
4463,Here's to the lady with the white shoes.
4464,"Take all your money, drink all your booze."
4465,Stop.
4466,Unless you plan to decommission the boss.
4467,"Ain't got a cherry, that ain't no sin."
4468,She's still got the box that the cherry come in.
4469,I'll drink to that.
4470,The old coffin varnish.
4471,They don't make that like they used to.
4472,Hmm.
4473,They don't make anything like they used to.
4474,Damn right.
4475,Men neither.
4476,I've seen a few showdowns in my day.
4477,More than you know.
4478,Shall we drink to the lady with the white shoes?
4479,"Perhaps, we better drink to a deep and dreamless slumber."
4480,Old Bill here was always a good listener.
4481,He was the second host we ever built.
4482,"Were you with us in those days, Bernard, or was that before your time?"
4483,"Oh, most were decommissioned before I was brought on, I'm afraid."
4484,"They repeated themselves, broke down constantly."
4485,A simple handshake would give them away.
4486,"You'll put yourself away again, won't you, Bill?"
4487,I saw the new gestures. The reveries.
4488,They're beautiful.
4489,"The distance you've traveled from then till now, it's remarkable."
4490,"Yeah, that's a word for it."
4491,"Morning, Daddy."
4492,You sleep well?
4493,Well enough.
4494,You headed out to set down some of this natural splendor?
4495,Thought I might.
4496,"After my errands, of course."
4497,See you home before dark.
4498,That bandit who gunned down the marshal is still hiding up there in the hills.
4499,"Oh, I'm not a child anymore. I'll be just fine."
4500,When I was a law man...
4501,"Yes, Daddy, I know all about when you were a law man."
4502,I know all your stories and so does every boy that ever came courting.
4503,I know how boys think.
4504,Was one myself once.
4505,Given to all manner of drinking and mischief.
4506,Whatever happened to that fearsome ne'er-do-well?
4507,He vanished the day I became your father.
4508,"I am what I am because of you, and I wouldn't have it any other way."
4509,"I know, Daddy."
4510,I'll be home before dark.
4511,Murderous son of a bitch Hector Escaton gunned down the marshal.
4512,He's now holed up in the mountains.
4513,You there.
4514,You look like the kind of man who'd put his mettle to it.
4515,"What do you think, honey? Sounds fun."
